dato;stop_name;tid;faktisk_tid;avstand;min_tid;ko_min_km;Forsinkelser
24.10.2025;Dalb¿;Ettermiddag;2,6;1,8;1,8;0,441977661;0,82
27.10.2025;Dalb¿;Ettermiddag;2,4;1,8;1,8;0,310779121;0,66
28.10.2025;Dalb¿;Ettermiddag;2,6;1,8;1,8;0,431045144;0,69
29.10.2025;Dalb¿;Ettermiddag;2,4;1,8;1,8;0,327178417;0,03
30.10.2025;Dalb¿;Ettermiddag;2,7;1,8;1,8;0,496645457;0,29
31.10.2025;Dalb¿;Ettermiddag;2,4;1,8;1,8;0,316245379;0,76
26.11.2025;Dalb¿;Ettermiddag;2,2;1,8;1,8;0,236978639;0,79
27.11.2025;Dalb¿;Ettermiddag;2,4;1,8;1,8;0,305312342;0,88
28.11.2025;Dalb¿;Ettermiddag;2,7;1,8;1,8;0,485711897;0,69
01.12.2025;Dalb¿;Ettermiddag;3,9;1,8;1,8;1,119843733;0,59
02.12.2025;Dalb¿;Ettermiddag;3,3;1,8;1,8;0,819177111;0,89
03.12.2025;Dalb¿;Ettermiddag;2,3;1,8;1,8;0,267045927;0,53
16.10.2025;Eid;Ettermiddag;7,8;2,9;3,7;1,410957981;0,62
17.10.2025;Eid;Ettermiddag;7,3;2,9;3,7;1,265783135;0,49
20.10.2025;Eid;Ettermiddag;9,7;2,9;3,7;2,074612487;0,07
21.10.2025;Eid;Ettermiddag;10,6;2,9;3,7;2,382244262;0,61
